Date,Day,Lane,Date_Time,Time,Minimum,Mean,Maximum,Lane_Pts_num,Oberserved_percent
3/7/23,Tuesday,Lane1,3/7/23 3:05,3:05:00,30.18,30.18,30.18,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 3:10,3:10:00,30.17,30.17,30.17,315,38.7
3/7/23,Tuesday,Lane1,3/7/23 3:15,3:15:00,30.23,30.23,30.23,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 3:20,3:20:00,30.38,30.38,30.38,319,38.6
3/7/23,Tuesday,Lane1,3/7/23 3:25,3:25:00,30.33,30.33,30.33,318,38.7
3/7/23,Tuesday,Lane1,3/7/23 3:30,3:30:00,30.2,30.2,30.2,318,38.7
3/7/23,Tuesday,Lane1,3/7/23 3:35,3:35:00,30.18,30.18,30.18,318,38.7
3/7/23,Tuesday,Lane1,3/7/23 3:40,3:40:00,30.13,30.13,30.13,318,39
3/7/23,Tuesday,Lane1,3/7/23 3:45,3:45:00,30.1,30.1,30.1,317,38.8
3/7/23,Tuesday,Lane1,3/7/23 3:50,3:50:00,30.13,30.13,30.13,318,39
3/7/23,Tuesday,Lane1,3/7/23 3:55,3:55:00,30.2,30.2,30.2,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 4:00,4:00:00,30.23,30.23,30.23,318,38.7
3/7/23,Tuesday,Lane1,3/7/23 4:05,4:05:00,30.27,30.27,30.27,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 4:10,4:10:00,30.1,30.1,30.1,318,38.7
3/7/23,Tuesday,Lane1,3/7/23 4:15,4:15:00,30.12,30.12,30.12,317,38.8
3/7/23,Tuesday,Lane1,3/7/23 4:20,4:20:00,30.15,30.15,30.15,317,39.1
3/7/23,Tuesday,Lane1,3/7/23 4:25,4:25:00,30.07,30.07,30.07,315,39.4
3/7/23,Tuesday,Lane1,3/7/23 4:30,4:30:00,30.03,30.03,30.03,318,39
3/7/23,Tuesday,Lane1,3/7/23 4:35,4:35:00,29.93,29.93,29.93,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 4:40,4:40:00,30.07,30.07,30.07,317,39.1
3/7/23,Tuesday,Lane1,3/7/23 4:45,4:45:00,30.02,30.02,30.02,317,39.1
3/7/23,Tuesday,Lane1,3/7/23 4:50,4:50:00,30.05,30.05,30.05,318,39
3/7/23,Tuesday,Lane1,3/7/23 4:55,4:55:00,30.13,30.13,30.13,318,39.6
3/7/23,Tuesday,Lane1,3/7/23 5:00,5:00:00,30.15,30.15,30.15,318,39
3/7/23,Tuesday,Lane1,3/7/23 5:05,5:05:00,30.1,30.1,30.1,318,39
3/7/23,Tuesday,Lane1,3/7/23 5:10,5:10:00,29.98,29.98,29.98,317,38.2
3/7/23,Tuesday,Lane1,3/7/23 5:15,5:15:00,29.98,29.98,29.98,317,39.1
3/7/23,Tuesday,Lane1,3/7/23 5:20,5:20:00,30.13,30.13,30.13,317,38.2
3/7/23,Tuesday,Lane1,3/7/23 5:25,5:25:00,30.17,30.17,30.17,319,38.9
3/7/23,Tuesday,Lane1,3/7/23 5:30,5:30:00,30.53,30.53,30.53,319,39.2
3/7/23,Tuesday,Lane1,3/7/23 5:35,5:35:00,30.93,30.93,30.93,317,39.4
3/7/23,Tuesday,Lane1,3/7/23 5:40,5:40:00,31.23,31.23,31.23,319,37.9
3/7/23,Tuesday,Lane1,3/7/23 5:45,5:45:00,31.35,31.35,31.35,319,38.2
3/7/23,Tuesday,Lane1,3/7/23 5:50,5:50:00,31.53,31.53,31.53,320,38.4
3/7/23,Tuesday,Lane1,3/7/23 5:55,5:55:00,31.68,31.68,31.68,319,38.9
3/7/23,Tuesday,Lane1,3/7/23 6:00,6:00:00,32.02,32.02,32.02,320,39.4
3/7/23,Tuesday,Lane1,3/7/23 6:05,6:05:00,32.48,32.48,32.48,320,38.1
3/7/23,Tuesday,Lane1,3/7/23 6:10,6:10:00,32.77,32.77,32.77,320,39.4
3/7/23,Tuesday,Lane1,3/7/23 6:15,6:15:00,32.77,32.77,32.77,320,38.8
3/7/23,Tuesday,Lane1,3/7/23 6:20,6:20:00,33.2,33.2,33.2,320,39.1
3/7/23,Tuesday,Lane1,3/7/23 6:25,6:25:00,33.52,33.52,33.52,320,40
3/7/23,Tuesday,Lane1,3/7/23 6:30,6:30:00,33.7,33.7,33.7,320,39.7
3/7/23,Tuesday,Lane1,3/7/23 6:35,6:35:00,34.27,34.27,34.27,321,39.9
3/7/23,Tuesday,Lane1,3/7/23 6:40,6:40:00,34.63,34.63,34.63,320,40
3/7/23,Tuesday,Lane1,3/7/23 6:45,6:45:00,34.83,34.83,34.83,321,39.9
3/7/23,Tuesday,Lane1,3/7/23 6:50,6:50:00,35.37,35.37,35.37,321,38.3
3/7/23,Tuesday,Lane1,3/7/23 6:55,6:55:00,35.83,35.83,35.83,322,38.8
3/7/23,Tuesday,Lane1,3/7/23 7:00,7:00:00,36.57,36.57,36.57,323,39.9
3/7/23,Tuesday,Lane1,3/7/23 7:05,7:05:00,37.37,37.37,37.37,325,39.4
3/7/23,Tuesday,Lane1,3/7/23 7:10,7:10:00,37.9,37.9,37.9,324,37.7
3/7/23,Tuesday,Lane1,3/7/23 7:15,7:15:00,39.15,39.15,39.15,324,37.7
3/7/23,Tuesday,Lane1,3/7/23 7:20,7:20:00,39.5,39.5,39.5,323,38.1
3/7/23,Tuesday,Lane1,3/7/23 7:25,7:25:00,40.05,40.05,40.05,326,38
3/7/23,Tuesday,Lane1,3/7/23 7:30,7:30:00,40.47,40.47,40.47,327,38.8
3/7/23,Tuesday,Lane1,3/7/23 7:35,7:35:00,41.33,41.33,41.33,326,39.6
3/7/23,Tuesday,Lane1,3/7/23 7:40,7:40:00,43.22,43.22,43.22,328,39.6
3/7/23,Tuesday,Lane1,3/7/23 7:45,7:45:00,43.65,43.65,43.65,328,39.9
3/7/23,Tuesday,Lane1,3/7/23 7:50,7:50:00,44.18,44.18,44.18,326,39
3/7/23,Tuesday,Lane1,3/7/23 7:55,7:55:00,44.42,44.42,44.42,327,38.8
3/7/23,Tuesday,Lane1,3/7/23 8:00,8:00:00,44.18,44.18,44.18,328,39.6
3/7/23,Tuesday,Lane1,3/7/23 8:05,8:05:00,43.75,43.75,43.75,326,38.7
3/7/23,Tuesday,Lane1,3/7/23 8:10,8:10:00,43.07,43.07,43.07,328,38.1
3/7/23,Tuesday,Lane1,3/7/23 8:15,8:15:00,43.45,43.45,43.45,328,39.3
3/7/23,Tuesday,Lane1,3/7/23 8:20,8:20:00,42.13,42.13,42.13,327,38.5
3/7/23,Tuesday,Lane1,3/7/23 8:25,8:25:00,43.43,43.43,43.43,328,37.8
3/7/23,Tuesday,Lane1,3/7/23 8:30,8:30:00,42.42,42.42,42.42,328,38.1
3/7/23,Tuesday,Lane1,3/7/23 8:35,8:35:00,42.03,42.03,42.03,328,39
3/7/23,Tuesday,Lane1,3/7/23 8:40,8:40:00,40.8,40.8,40.8,327,39.8
3/7/23,Tuesday,Lane1,3/7/23 8:45,8:45:00,41.02,41.02,41.02,326,39.3
3/7/23,Tuesday,Lane1,3/7/23 8:50,8:50:00,40.37,40.37,40.37,326,39.9
3/7/23,Tuesday,Lane1,3/7/23 8:55,8:55:00,39.98,39.98,39.98,325,39.7
3/7/23,Tuesday,Lane1,3/7/23 9:00,9:00:00,39.07,39.07,39.07,325,38.8
3/7/23,Tuesday,Lane1,3/7/23 9:05,9:05:00,38.57,38.57,38.57,325,38.8
3/7/23,Tuesday,Lane1,3/7/23 9:10,9:10:00,38.67,38.67,38.67,324,38.3
3/7/23,Tuesday,Lane1,3/7/23 9:15,9:15:00,37.67,37.67,37.67,324,38
3/7/23,Tuesday,Lane1,3/7/23 9:20,9:20:00,37.98,37.98,37.98,325,37.5
3/7/23,Tuesday,Lane1,3/7/23 9:25,9:25:00,37.3,37.3,37.3,322,38.2
3/7/23,Tuesday,Lane1,3/7/23 9:30,9:30:00,37.1,37.1,37.1,324,37.3
3/7/23,Tuesday,Lane1,3/7/23 9:35,9:35:00,37.18,37.18,37.18,324,37
3/7/23,Tuesday,Lane1,3/7/23 9:40,9:40:00,37.32,37.32,37.32,324,37
3/7/23,Tuesday,Lane1,3/7/23 9:45,9:45:00,37.45,37.45,37.45,324,37.3
3/7/23,Tuesday,Lane1,3/7/23 9:50,9:50:00,37.35,37.35,37.35,324,37
3/7/23,Tuesday,Lane1,3/7/23 9:55,9:55:00,37.47,37.47,37.47,324,36.7
3/7/23,Tuesday,Lane1,3/7/23 10:00,10:00:00,37.28,37.28,37.28,324,37
3/7/23,Tuesday,Lane1,3/7/23 10:05,10:05:00,37.42,37.42,37.42,325,38.5
3/7/23,Tuesday,Lane1,3/7/23 10:10,10:10:00,36.83,36.83,36.83,323,39.3
3/7/23,Tuesday,Lane1,3/7/23 10:15,10:15:00,36.9,36.9,36.9,322,39.4
3/7/23,Tuesday,Lane1,3/7/23 10:20,10:20:00,37.13,37.13,37.13,322,38.5
3/7/23,Tuesday,Lane1,3/7/23 10:25,10:25:00,37.47,37.47,37.47,324,37.7
3/7/23,Tuesday,Lane1,3/7/23 10:30,10:30:00,37.22,37.22,37.22,325,38.5
3/7/23,Tuesday,Lane1,3/7/23 10:35,10:35:00,37.43,37.43,37.43,325,38.5
3/7/23,Tuesday,Lane1,3/7/23 10:40,10:40:00,38.55,38.55,38.55,325,38.8
3/7/23,Tuesday,Lane1,3/7/23 10:45,10:45:00,39.9,39.9,39.9,325,39.4
3/7/23,Tuesday,Lane1,3/7/23 10:50,10:50:00,40.55,40.55,40.55,326,39.9
3/7/23,Tuesday,Lane1,3/7/23 10:55,10:55:00,40.13,40.13,40.13,326,39.9
3/7/23,Tuesday,Lane1,3/7/23 11:00,11:00:00,38.33,38.33,38.33,322,37.6
3/7/23,Tuesday,Lane1,3/7/23 11:05,11:05:00,37.43,37.43,37.43,324,38.3
3/7/23,Tuesday,Lane1,3/7/23 11:10,11:10:00,37.05,37.05,37.05,324,38.9
3/7/23,Tuesday,Lane1,3/7/23 11:15,11:15:00,36.53,36.53,36.53,323,39.3
3/7/23,Tuesday,Lane1,3/7/23 11:20,11:20:00,36.35,36.35,36.35,324,39.8
3/7/23,Tuesday,Lane1,3/7/23 11:25,11:25:00,35.88,35.88,35.88,323,38.4
3/7/23,Tuesday,Lane1,3/7/23 11:30,11:30:00,35.32,35.32,35.32,323,39.6
3/7/23,Tuesday,Lane1,3/7/23 11:35,11:35:00,35.58,35.58,35.58,324,39.2
3/7/23,Tuesday,Lane1,3/7/23 11:40,11:40:00,35.43,35.43,35.43,322,39.4
3/7/23,Tuesday,Lane1,3/7/23 11:45,11:45:00,35.38,35.38,35.38,323,38.7
3/7/23,Tuesday,Lane1,3/7/23 11:50,11:50:00,35.82,35.82,35.82,323,38.4
3/7/23,Tuesday,Lane1,3/7/23 11:55,11:55:00,35.75,35.75,35.75,323,38.7
3/7/23,Tuesday,Lane1,3/7/23 12:00,12:00:00,35.8,35.8,35.8,323,39
3/7/23,Tuesday,Lane1,3/7/23 12:05,12:05:00,36.3,36.3,36.3,323,40.2
3/7/23,Tuesday,Lane1,3/7/23 12:10,12:10:00,36.22,36.22,36.22,324,39.2
3/7/23,Tuesday,Lane1,3/7/23 12:15,12:15:00,35.92,35.92,35.92,323,39
3/7/23,Tuesday,Lane1,3/7/23 12:20,12:20:00,35.65,35.65,35.65,323,39
3/7/23,Tuesday,Lane1,3/7/23 12:25,12:25:00,35.48,35.48,35.48,323,39.6
3/7/23,Tuesday,Lane1,3/7/23 12:30,12:30:00,35.63,35.63,35.63,323,39.3
3/7/23,Tuesday,Lane1,3/7/23 12:35,12:35:00,35.77,35.77,35.77,322,39.4
3/7/23,Tuesday,Lane1,3/7/23 12:40,12:40:00,36.33,36.33,36.33,324,38.6
3/7/23,Tuesday,Lane1,3/7/23 12:45,12:45:00,37,37,37,324,38.3
3/7/23,Tuesday,Lane1,3/7/23 12:50,12:50:00,38.93,38.93,38.93,324,38.3
3/7/23,Tuesday,Lane1,3/7/23 12:55,12:55:00,41.68,41.68,41.68,327,39.1
3/7/23,Tuesday,Lane1,3/7/23 13:00,13:00:00,44.7,44.7,44.7,327,40.1
3/7/23,Tuesday,Lane1,3/7/23 13:05,13:05:00,46.28,46.28,46.28,329,40.1
3/7/23,Tuesday,Lane1,3/7/23 13:10,13:10:00,46.85,46.85,46.85,332,39.5
3/7/23,Tuesday,Lane1,3/7/23 13:15,13:15:00,46.68,46.68,46.68,331,39.6
3/7/23,Tuesday,Lane1,3/7/23 13:20,13:20:00,46.32,46.32,46.32,330,40
3/7/23,Tuesday,Lane1,3/7/23 13:25,13:25:00,46.05,46.05,46.05,329,39.5
3/7/23,Tuesday,Lane1,3/7/23 13:30,13:30:00,45.47,45.47,45.47,328,38.7
3/7/23,Tuesday,Lane1,3/7/23 13:35,13:35:00,43.25,43.25,43.25,328,39
3/7/23,Tuesday,Lane1,3/7/23 13:40,13:40:00,41.15,41.15,41.15,324,38
3/7/23,Tuesday,Lane1,3/7/23 13:45,13:45:00,38.43,38.43,38.43,324,38
3/7/23,Tuesday,Lane1,3/7/23 13:50,13:50:00,37.37,37.37,37.37,324,39.2
3/7/23,Tuesday,Lane1,3/7/23 13:55,13:55:00,37.38,37.38,37.38,322,39.8
3/7/23,Tuesday,Lane1,3/7/23 14:00,14:00:00,37.33,37.33,37.33,324,39.5
3/7/23,Tuesday,Lane1,3/7/23 14:05,14:05:00,37.75,37.75,37.75,325,39.1
3/7/23,Tuesday,Lane1,3/7/23 14:10,14:10:00,39.2,39.2,39.2,325,40.3
3/7/23,Tuesday,Lane1,3/7/23 14:15,14:15:00,40.68,40.68,40.68,327,38.5
3/7/23,Tuesday,Lane1,3/7/23 14:20,14:20:00,41.32,41.32,41.32,326,38
3/7/23,Tuesday,Lane1,3/7/23 14:25,14:25:00,43.35,43.35,43.35,328,37.8
3/7/23,Tuesday,Lane1,3/7/23 14:30,14:30:00,43.83,43.83,43.83,329,38.6
3/7/23,Tuesday,Lane1,3/7/23 14:35,14:35:00,43.63,43.63,43.63,329,38.6
3/7/23,Tuesday,Lane1,3/7/23 14:40,14:40:00,45.1,45.1,45.1,329,40.1
3/7/23,Tuesday,Lane1,3/7/23 14:45,14:45:00,46.97,46.97,46.97,332,39.5
3/7/23,Tuesday,Lane1,3/7/23 14:50,14:50:00,48.38,48.38,48.38,332,39.2
3/7/23,Tuesday,Lane1,3/7/23 14:55,14:55:00,48.78,48.78,48.78,332,39.5
3/7/23,Tuesday,Lane1,3/7/23 15:00,15:00:00,48.07,48.07,48.07,333,38.1
3/7/23,Tuesday,Lane1,3/7/23 15:05,15:05:00,48.6,48.6,48.6,332,39.2
3/7/23,Tuesday,Lane1,3/7/23 15:10,15:10:00,50.32,50.32,50.32,333,39.3
3/7/23,Tuesday,Lane1,3/7/23 15:15,15:15:00,51.35,51.35,51.35,337,39.8
3/7/23,Tuesday,Lane1,3/7/23 15:20,15:20:00,52.02,52.02,52.02,336,38.7
3/7/23,Tuesday,Lane1,3/7/23 15:25,15:25:00,52.87,52.87,52.87,337,38.9
3/7/23,Tuesday,Lane1,3/7/23 15:30,15:30:00,52.48,52.48,52.48,336,39.6
3/7/23,Tuesday,Lane1,3/7/23 15:35,15:35:00,51.38,51.38,51.38,335,40.6
3/7/23,Tuesday,Lane1,3/7/23 15:40,15:40:00,51.27,51.27,51.27,337,40.7
3/7/23,Tuesday,Lane1,3/7/23 15:45,15:45:00,52.87,52.87,52.87,337,40.4
3/7/23,Tuesday,Lane1,3/7/23 15:50,15:50:00,53.35,53.35,53.35,336,40.5
3/7/23,Tuesday,Lane1,3/7/23 15:55,15:55:00,54,54,54,336,39.6
3/7/23,Tuesday,Lane1,3/7/23 16:00,16:00:00,54.2,54.2,54.2,336,39.6
3/7/23,Tuesday,Lane1,3/7/23 16:05,16:05:00,54.25,54.25,54.25,337,39.5
3/7/23,Tuesday,Lane1,3/7/23 16:10,16:10:00,54.25,54.25,54.25,337,40.9
3/7/23,Tuesday,Lane1,3/7/23 16:15,16:15:00,54.92,54.92,54.92,337,40.1
3/7/23,Tuesday,Lane1,3/7/23 16:20,16:20:00,55.33,55.33,55.33,338,38.8
3/7/23,Tuesday,Lane1,3/7/23 16:25,16:25:00,54.47,54.47,54.47,336,38.1
3/7/23,Tuesday,Lane1,3/7/23 16:30,16:30:00,55.37,55.37,55.37,338,39.3
3/7/23,Tuesday,Lane1,3/7/23 16:35,16:35:00,54.65,54.65,54.65,337,38.9
3/7/23,Tuesday,Lane1,3/7/23 16:40,16:40:00,54.72,54.72,54.72,338,39.9
3/7/23,Tuesday,Lane1,3/7/23 16:45,16:45:00,55.03,55.03,55.03,338,40.5
3/7/23,Tuesday,Lane1,3/7/23 16:50,16:50:00,56.22,56.22,56.22,339,40.1
3/7/23,Tuesday,Lane1,3/7/23 16:55,16:55:00,56.95,56.95,56.95,340,39.7
3/7/23,Tuesday,Lane1,3/7/23 17:00,17:00:00,56.65,56.65,56.65,340,39.4
3/7/23,Tuesday,Lane1,3/7/23 17:05,17:05:00,55.42,55.42,55.42,337,40.7
3/7/23,Tuesday,Lane1,3/7/23 17:10,17:10:00,55.8,55.8,55.8,338,41.1
3/7/23,Tuesday,Lane1,3/7/23 17:15,17:15:00,57.15,57.15,57.15,340,37.4
3/7/23,Tuesday,Lane1,3/7/23 17:20,17:20:00,57.33,57.33,57.33,338,38.2
3/7/23,Tuesday,Lane1,3/7/23 17:25,17:25:00,55.83,55.83,55.83,338,37.3
3/7/23,Tuesday,Lane1,3/7/23 17:30,17:30:00,56,56,56,339,38.3
3/7/23,Tuesday,Lane1,3/7/23 17:35,17:35:00,55.63,55.63,55.63,337,38.6
3/7/23,Tuesday,Lane1,3/7/23 17:40,17:40:00,55.22,55.22,55.22,336,39.3
3/7/23,Tuesday,Lane1,3/7/23 17:45,17:45:00,54.62,54.62,54.62,336,38.7
3/7/23,Tuesday,Lane1,3/7/23 17:50,17:50:00,54.15,54.15,54.15,337,38.6
3/7/23,Tuesday,Lane1,3/7/23 17:55,17:55:00,53.57,53.57,53.57,336,38.7
3/7/23,Tuesday,Lane1,3/7/23 18:00,18:00:00,52.45,52.45,52.45,336,38.7
3/7/23,Tuesday,Lane1,3/7/23 18:05,18:05:00,52.92,52.92,52.92,335,39.4
3/7/23,Tuesday,Lane1,3/7/23 18:10,18:10:00,52.42,52.42,52.42,336,38.4
3/7/23,Tuesday,Lane1,3/7/23 18:15,18:15:00,52.47,52.47,52.47,336,38.1
3/7/23,Tuesday,Lane1,3/7/23 18:20,18:20:00,50.93,50.93,50.93,333,39.6
3/7/23,Tuesday,Lane1,3/7/23 18:25,18:25:00,49.23,49.23,49.23,333,40.8
3/7/23,Tuesday,Lane1,3/7/23 18:30,18:30:00,48.42,48.42,48.42,333,40.8
3/7/23,Tuesday,Lane1,3/7/23 18:35,18:35:00,47.35,47.35,47.35,332,40.1
3/7/23,Tuesday,Lane1,3/7/23 18:40,18:40:00,46.2,46.2,46.2,331,39.3
3/7/23,Tuesday,Lane1,3/7/23 18:45,18:45:00,45.03,45.03,45.03,330,39.1
3/7/23,Tuesday,Lane1,3/7/23 18:50,18:50:00,44.03,44.03,44.03,328,39.9
3/7/23,Tuesday,Lane1,3/7/23 18:55,18:55:00,43.53,43.53,43.53,328,41.5
3/7/23,Tuesday,Lane1,3/7/23 19:00,19:00:00,42.05,42.05,42.05,328,39
3/7/23,Tuesday,Lane1,3/7/23 19:05,19:05:00,40.72,40.72,40.72,327,39.4
3/7/23,Tuesday,Lane1,3/7/23 19:10,19:10:00,39.88,39.88,39.88,323,39
3/7/23,Tuesday,Lane1,3/7/23 19:15,19:15:00,39.85,39.85,39.85,325,39.4
3/7/23,Tuesday,Lane1,3/7/23 19:20,19:20:00,39.82,39.82,39.82,325,39.4
3/7/23,Tuesday,Lane1,3/7/23 19:25,19:25:00,38.7,38.7,38.7,323,39.3
3/7/23,Tuesday,Lane1,3/7/23 19:30,19:30:00,37.25,37.25,37.25,323,39
3/7/23,Tuesday,Lane1,3/7/23 19:35,19:35:00,35.47,35.47,35.47,322,37
3/7/23,Tuesday,Lane1,3/7/23 19:40,19:40:00,34.38,34.38,34.38,321,39.6
3/7/23,Tuesday,Lane1,3/7/23 19:45,19:45:00,33.38,33.38,33.38,319,38.9
3/7/23,Tuesday,Lane1,3/7/23 19:50,19:50:00,32.43,32.43,32.43,320,39.4
3/7/23,Tuesday,Lane1,3/7/23 19:55,19:55:00,31.72,31.72,31.72,319,38.2
3/7/23,Tuesday,Lane1,3/7/23 20:00,20:00:00,31.4,31.4,31.4,319,38.9
3/7/23,Tuesday,Lane1,3/7/23 20:05,20:05:00,31.23,31.23,31.23,317,39.1
3/7/23,Tuesday,Lane1,3/7/23 20:10,20:10:00,31.1,31.1,31.1,319,38.6
3/7/23,Tuesday,Lane1,3/7/23 20:15,20:15:00,31,31,31,318,39
3/7/23,Tuesday,Lane1,3/7/23 20:20,20:20:00,30.92,30.92,30.92,318,38.7
3/7/23,Tuesday,Lane1,3/7/23 20:25,20:25:00,30.8,30.8,30.8,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 20:30,20:30:00,30.75,30.75,30.75,318,38.7
3/7/23,Tuesday,Lane1,3/7/23 20:35,20:35:00,30.7,30.7,30.7,318,38.4
3/7/23,Tuesday,Lane1,3/7/23 20:40,20:40:00,30.7,30.7,30.7,318,38.4
3/7/23,Tuesday,Lane1,3/7/23 20:45,20:45:00,30.72,30.72,30.72,318,38.7
3/7/23,Tuesday,Lane1,3/7/23 20:50,20:50:00,30.62,30.62,30.62,318,38.4
3/7/23,Tuesday,Lane1,3/7/23 20:55,20:55:00,30.72,30.72,30.72,319,39.2
3/7/23,Tuesday,Lane1,3/7/23 21:00,21:00:00,31.5,31.5,31.5,317,38.8
3/7/23,Tuesday,Lane1,3/7/23 21:05,21:05:00,32.13,32.13,32.13,319,38.2
3/7/23,Tuesday,Lane1,3/7/23 21:10,21:10:00,31.05,31.05,31.05,319,38.9
3/7/23,Tuesday,Lane1,3/7/23 21:15,21:15:00,30.47,30.47,30.47,318,38.1
3/7/23,Tuesday,Lane1,3/7/23 21:20,21:20:00,30.28,30.28,30.28,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 21:25,21:25:00,30.15,30.15,30.15,318,38.7
3/7/23,Tuesday,Lane1,3/7/23 21:30,21:30:00,30.02,30.02,30.02,317,38.8
3/7/23,Tuesday,Lane1,3/7/23 21:35,21:35:00,30.1,30.1,30.1,318,39
3/7/23,Tuesday,Lane1,3/7/23 21:40,21:40:00,30.13,30.13,30.13,318,38.7
3/7/23,Tuesday,Lane1,3/7/23 21:45,21:45:00,30.2,30.2,30.2,317,38.8
3/7/23,Tuesday,Lane1,3/7/23 21:50,21:50:00,30.3,30.3,30.3,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 21:55,21:55:00,30.58,30.58,30.58,319,38.2
3/7/23,Tuesday,Lane1,3/7/23 22:00,22:00:00,30.2,30.2,30.2,318,38.7
3/7/23,Tuesday,Lane1,3/7/23 22:05,22:05:00,30.2,30.2,30.2,318,39
3/7/23,Tuesday,Lane1,3/7/23 22:10,22:10:00,30.1,30.1,30.1,317,39.1
3/7/23,Tuesday,Lane1,3/7/23 22:15,22:15:00,30.05,30.05,30.05,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 22:20,22:20:00,30.08,30.08,30.08,316,39.2
3/7/23,Tuesday,Lane1,3/7/23 22:25,22:25:00,30.1,30.1,30.1,317,38.8
3/7/23,Tuesday,Lane1,3/7/23 22:30,22:30:00,30.1,30.1,30.1,316,38.3
3/7/23,Tuesday,Lane1,3/7/23 22:35,22:35:00,30.12,30.12,30.12,317,39.1
3/7/23,Tuesday,Lane1,3/7/23 22:40,22:40:00,30.08,30.08,30.08,318,38.7
3/7/23,Tuesday,Lane1,3/7/23 22:45,22:45:00,30.03,30.03,30.03,318,38.7
3/7/23,Tuesday,Lane1,3/7/23 22:50,22:50:00,30.02,30.02,30.02,318,39
3/7/23,Tuesday,Lane1,3/7/23 22:55,22:55:00,29.95,29.95,29.95,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 23:00,23:00:00,30,30,30,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 23:05,23:05:00,29.98,29.98,29.98,316,38.6
3/7/23,Tuesday,Lane1,3/7/23 23:10,23:10:00,29.93,29.93,29.93,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 23:15,23:15:00,29.95,29.95,29.95,315,38.4
3/7/23,Tuesday,Lane1,3/7/23 23:20,23:20:00,29.83,29.83,29.83,317,38.2
3/7/23,Tuesday,Lane1,3/7/23 23:25,23:25:00,29.87,29.87,29.87,315,38.1
3/7/23,Tuesday,Lane1,3/7/23 23:30,23:30:00,29.82,29.82,29.82,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 23:35,23:35:00,29.78,29.78,29.78,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 23:40,23:40:00,29.9,29.9,29.9,316,38.6
3/7/23,Tuesday,Lane1,3/7/23 23:45,23:45:00,29.8,29.8,29.8,317,38.5
3/7/23,Tuesday,Lane1,3/7/23 23:50,23:50:00,29.78,29.78,29.78,316,38.6
3/7/23,Tuesday,Lane1,3/7/23 23:55,23:55:00,29.85,29.85,29.85,316,38.6
3/7/23,Tuesday,Lane2,3/7/23 0:00,0:00:00,31.08,31.08,31.08,316,38.6
3/7/23,Tuesday,Lane2,3/7/23 0:05,0:05:00,31.15,31.15,31.15,316,38.3
3/7/23,Tuesday,Lane2,3/7/23 0:10,0:10:00,31.3,31.3,31.3,318,39
3/7/23,Tuesday,Lane2,3/7/23 0:15,0:15:00,31.42,31.42,31.42,317,38.8
3/7/23,Tuesday,Lane2,3/7/23 0:20,0:20:00,31.6,31.6,31.6,317,38.8
3/7/23,Tuesday,Lane2,3/7/23 0:25,0:25:00,31.45,31.45,31.45,318,38.7
3/7/23,Tuesday,Lane2,3/7/23 0:30,0:30:00,31.45,31.45,31.45,319,38.6
3/7/23,Tuesday,Lane2,3/7/23 0:35,0:35:00,31.65,31.65,31.65,319,38.2
3/7/23,Tuesday,Lane2,3/7/23 0:40,0:40:00,31.5,31.5,31.5,318,38.7
3/7/23,Tuesday,Lane2,3/7/23 0:45,0:45:00,31.4,31.4,31.4,317,38.8
3/7/23,Tuesday,Lane2,3/7/23 0:50,0:50:00,31.43,31.43,31.43,318,38.7
3/7/23,Tuesday,Lane2,3/7/23 0:55,0:55:00,31.48,31.48,31.48,317,38.8
3/7/23,Tuesday,Lane2,3/7/23 1:00,1:00:00,31.3,31.3,31.3,317,39.1
3/7/23,Tuesday,Lane2,3/7/23 1:05,1:05:00,31.25,31.25,31.25,318,39
3/7/23,Tuesday,Lane2,3/7/23 1:10,1:10:00,31.28,31.28,31.28,318,39
3/7/23,Tuesday,Lane2,3/7/23 1:15,1:15:00,31.67,31.67,31.67,318,38.7
3/7/23,Tuesday,Lane2,3/7/23 1:20,1:20:00,31.47,31.47,31.47,318,38.7
3/7/23,Tuesday,Lane2,3/7/23 1:25,1:25:00,31.33,31.33,31.33,316,38.6
3/7/23,Tuesday,Lane2,3/7/23 1:30,1:30:00,31.23,31.23,31.23,318,39
3/7/23,Tuesday,Lane2,3/7/23 1:35,1:35:00,31.25,31.25,31.25,318,39
3/7/23,Tuesday,Lane2,3/7/23 1:40,1:40:00,31.28,31.28,31.28,317,38.8
3/7/23,Tuesday,Lane2,3/7/23 1:45,1:45:00,31.32,31.32,31.32,318,39
3/7/23,Tuesday,Lane2,3/7/23 1:50,1:50:00,31.38,31.38,31.38,317,38.5
3/7/23,Tuesday,Lane2,3/7/23 1:55,1:55:00,31.42,31.42,31.42,318,38.4
