Date,Day,Lane,Time,Minimum,Mean,Maximum,# Lane Pts,% Observed
3/5/23,Sunday,1,00:00,30.37,30.37,30.37,318.00,38.7
3/5/23,Sunday,1,00:05,30.40,30.40,30.40,318.00,39.3
3/5/23,Sunday,1,00:10,30.45,30.45,30.45,317.00,39.1
3/5/23,Sunday,1,00:15,30.52,30.52,30.52,317.00,38.8
3/5/23,Sunday,1,00:20,30.40,30.40,30.40,318.00,39.3
3/5/23,Sunday,1,00:25,30.32,30.32,30.32,318.00,39.0
3/5/23,Sunday,1,00:30,30.35,30.35,30.35,317.00,39.1
3/5/23,Sunday,1,00:35,30.35,30.35,30.35,318.00,39.0
3/5/23,Sunday,1,00:40,30.45,30.45,30.45,318.00,39.0
3/5/23,Sunday,1,00:45,30.33,30.33,30.33,318.00,39.0
3/5/23,Sunday,1,00:50,30.30,30.30,30.30,318.00,39.0
3/5/23,Sunday,1,00:55,30.28,30.28,30.28,318.00,39.0
3/5/23,Sunday,1,01:00,30.38,30.38,30.38,318.00,39.0
3/5/23,Sunday,1,01:05,30.37,30.37,30.37,317.00,39.1
3/5/23,Sunday,1,01:10,30.38,30.38,30.38,318.00,38.7
3/5/23,Sunday,1,01:15,30.35,30.35,30.35,317.00,39.1
3/5/23,Sunday,1,01:20,30.35,30.35,30.35,317.00,39.1
3/5/23,Sunday,1,01:25,30.45,30.45,30.45,318.00,39.0
3/5/23,Sunday,1,01:30,30.02,30.02,30.02,318.00,39.0
3/5/23,Sunday,1,01:35,29.98,29.98,29.98,316.00,38.6
3/5/23,Sunday,1,01:40,29.92,29.92,29.92,316.00,38.6
3/5/23,Sunday,1,01:45,29.90,29.90,29.90,317.00,38.2
3/5/23,Sunday,1,01:50,29.95,29.95,29.95,317.00,38.8
3/5/23,Sunday,1,01:55,29.97,29.97,29.97,316.00,38.9
3/5/23,Sunday,1,02:00,30.00,30.00,30.00,317.00,38.8
3/5/23,Sunday,1,02:05,29.98,29.98,29.98,317.00,38.8
3/5/23,Sunday,1,02:10,29.95,29.95,29.95,317.00,38.5
3/5/23,Sunday,1,02:15,29.93,29.93,29.93,316.00,38.3
3/5/23,Sunday,1,02:20,29.90,29.90,29.90,316.00,38.0
3/5/23,Sunday,1,02:25,29.85,29.85,29.85,317.00,38.5
3/5/23,Sunday,1,02:30,29.88,29.88,29.88,316.00,38.3
3/5/23,Sunday,1,02:35,29.98,29.98,29.98,316.00,38.3
3/5/23,Sunday,1,02:40,30.03,30.03,30.03,318.00,39.0
3/5/23,Sunday,1,02:45,29.97,29.97,29.97,317.00,38.5
3/5/23,Sunday,1,02:50,29.92,29.92,29.92,317.00,38.5
3/5/23,Sunday,1,02:55,29.90,29.90,29.90,317.00,38.5
3/5/23,Sunday,1,03:00,29.92,29.92,29.92,317.00,38.5
3/5/23,Sunday,1,03:05,29.93,29.93,29.93,316.00,38.3
3/5/23,Sunday,1,03:10,29.90,29.90,29.90,317.00,38.5
3/5/23,Sunday,1,03:15,29.87,29.87,29.87,317.00,38.5
3/5/23,Sunday,1,03:20,29.92,29.92,29.92,317.00,38.5
3/5/23,Sunday,1,03:25,29.92,29.92,29.92,317.00,38.5
3/5/23,Sunday,1,03:30,29.90,29.90,29.90,317.00,38.5
3/5/23,Sunday,1,03:35,29.92,29.92,29.92,317.00,38.5
3/5/23,Sunday,1,03:40,29.93,29.93,29.93,316.00,38.3
3/5/23,Sunday,1,03:45,30.05,30.05,30.05,318.00,39.0
3/5/23,Sunday,1,03:50,30.00,30.00,30.00,316.00,38.6
3/5/23,Sunday,1,03:55,29.93,29.93,29.93,317.00,38.5
3/5/23,Sunday,1,04:00,30.00,30.00,30.00,316.00,38.6
3/5/23,Sunday,1,04:05,30.02,30.02,30.02,316.00,38.6
3/5/23,Sunday,1,04:10,29.98,29.98,29.98,317.00,38.5
3/5/23,Sunday,1,04:15,29.97,29.97,29.97,317.00,38.5
3/5/23,Sunday,1,04:20,29.97,29.97,29.97,317.00,38.5
3/5/23,Sunday,1,04:25,29.92,29.92,29.92,316.00,38.6
3/5/23,Sunday,1,04:30,30.00,30.00,30.00,317.00,38.5
3/5/23,Sunday,1,04:35,30.02,30.02,30.02,318.00,39.0
3/5/23,Sunday,1,04:40,30.22,30.22,30.22,318.00,38.4
3/5/23,Sunday,1,04:45,30.08,30.08,30.08,318.00,38.7
3/5/23,Sunday,1,04:50,30.03,30.03,30.03,318.00,38.7
3/5/23,Sunday,1,04:55,30.02,30.02,30.02,317.00,38.5
3/5/23,Sunday,1,05:00,29.97,29.97,29.97,317.00,38.5
3/5/23,Sunday,1,05:05,30.00,30.00,30.00,317.00,38.5
3/5/23,Sunday,1,05:10,29.97,29.97,29.97,316.00,38.6
3/5/23,Sunday,1,05:15,30.05,30.05,30.05,318.00,38.7
3/5/23,Sunday,1,05:20,30.03,30.03,30.03,318.00,38.7
3/5/23,Sunday,1,05:25,29.95,29.95,29.95,317.00,38.5
3/5/23,Sunday,1,05:30,30.00,30.00,30.00,317.00,38.5
3/5/23,Sunday,1,05:35,30.00,30.00,30.00,317.00,38.5
3/5/23,Sunday,1,05:40,29.98,29.98,29.98,317.00,38.8
3/5/23,Sunday,1,05:45,30.00,30.00,30.00,316.00,38.9
3/5/23,Sunday,1,05:50,29.93,29.93,29.93,316.00,38.6
3/5/23,Sunday,1,05:55,29.92,29.92,29.92,315.00,38.4
3/5/23,Sunday,1,06:00,29.93,29.93,29.93,317.00,38.5
3/5/23,Sunday,1,06:05,29.88,29.88,29.88,317.00,38.2
3/5/23,Sunday,1,06:10,29.88,29.88,29.88,315.00,38.4
3/5/23,Sunday,1,06:15,29.95,29.95,29.95,316.00,38.6
3/5/23,Sunday,1,06:20,29.88,29.88,29.88,317.00,38.2
3/5/23,Sunday,1,06:25,29.88,29.88,29.88,315.00,38.1
3/5/23,Sunday,1,06:30,29.92,29.92,29.92,317.00,38.5
3/5/23,Sunday,1,06:35,29.92,29.92,29.92,317.00,38.5
3/5/23,Sunday,1,06:40,29.92,29.92,29.92,317.00,38.5
3/5/23,Sunday,1,06:45,29.95,29.95,29.95,317.00,38.2
3/5/23,Sunday,1,06:50,30.05,30.05,30.05,319.00,39.2
3/5/23,Sunday,1,06:55,30.15,30.15,30.15,318.00,39.0
3/5/23,Sunday,1,07:00,30.32,30.32,30.32,318.00,39.3
3/5/23,Sunday,1,07:05,30.25,30.25,30.25,318.00,38.7
3/5/23,Sunday,1,07:10,30.20,30.20,30.20,317.00,38.8
3/5/23,Sunday,1,07:15,30.27,30.27,30.27,317.00,38.5
3/5/23,Sunday,1,07:20,30.25,30.25,30.25,318.00,38.7
3/5/23,Sunday,1,07:25,30.23,30.23,30.23,317.00,38.8
3/5/23,Sunday,1,07:30,30.28,30.28,30.28,316.00,38.6
3/5/23,Sunday,1,07:35,30.27,30.27,30.27,318.00,39.0
3/5/23,Sunday,1,07:40,30.43,30.43,30.43,318.00,39.0
3/5/23,Sunday,1,07:45,30.47,30.47,30.47,319.00,39.2
3/5/23,Sunday,1,07:50,30.47,30.47,30.47,318.00,39.3
3/5/23,Sunday,1,07:55,30.75,30.75,30.75,319.00,38.6
3/5/23,Sunday,1,08:00,30.88,30.88,30.88,318.00,38.4
3/5/23,Sunday,1,08:05,30.82,30.82,30.82,318.00,38.7
3/5/23,Sunday,1,08:10,31.20,31.20,31.20,318.00,38.7
3/5/23,Sunday,1,08:15,31.32,31.32,31.32,319.00,38.6
3/5/23,Sunday,1,08:20,31.30,31.30,31.30,319.00,38.6
3/5/23,Sunday,1,08:25,31.43,31.43,31.43,320.00,38.4
3/5/23,Sunday,1,08:30,31.58,31.58,31.58,320.00,38.4
3/5/23,Sunday,1,08:35,31.50,31.50,31.50,320.00,37.8
3/5/23,Sunday,1,08:40,31.53,31.53,31.53,320.00,37.8
3/5/23,Sunday,1,08:45,31.57,31.57,31.57,320.00,38.8
3/5/23,Sunday,1,08:50,31.60,31.60,31.60,319.00,38.9
3/5/23,Sunday,1,08:55,31.72,31.72,31.72,318.00,38.4
3/5/23,Sunday,1,09:00,31.62,31.62,31.62,319.00,37.9
3/5/23,Sunday,1,09:05,31.68,31.68,31.68,319.00,38.6
3/5/23,Sunday,1,09:10,31.73,31.73,31.73,319.00,38.2
3/5/23,Sunday,1,09:15,31.83,31.83,31.83,319.00,38.6
3/5/23,Sunday,1,09:20,31.88,31.88,31.88,319.00,38.2
3/5/23,Sunday,1,09:25,31.92,31.92,31.92,319.00,39.8
3/5/23,Sunday,1,09:30,32.13,32.13,32.13,320.00,40.0
3/5/23,Sunday,1,09:35,32.58,32.58,32.58,320.00,39.1
3/5/23,Sunday,1,09:40,32.78,32.78,32.78,320.00,40.0
3/5/23,Sunday,1,09:45,32.75,32.75,32.75,320.00,39.4
3/5/23,Sunday,1,09:50,32.70,32.70,32.70,320.00,39.4
3/5/23,Sunday,1,09:55,32.95,32.95,32.95,320.00,39.1
3/5/23,Sunday,1,10:00,32.82,32.82,32.82,318.00,39.0
3/5/23,Sunday,1,10:05,32.50,32.50,32.50,320.00,39.4
3/5/23,Sunday,1,10:10,32.57,32.57,32.57,319.00,39.5
3/5/23,Sunday,1,10:15,32.72,32.72,32.72,317.00,38.2
3/5/23,Sunday,1,10:20,32.67,32.67,32.67,319.00,38.6
3/5/23,Sunday,1,10:25,32.28,32.28,32.28,319.00,38.9
3/5/23,Sunday,1,10:30,32.17,32.17,32.17,321.00,39.6
3/5/23,Sunday,1,10:35,32.42,32.42,32.42,320.00,38.8
3/5/23,Sunday,1,10:40,32.72,32.72,32.72,320.00,38.8
3/5/23,Sunday,1,10:45,32.77,32.77,32.77,321.00,38.9
3/5/23,Sunday,1,10:50,32.67,32.67,32.67,320.00,38.4
3/5/23,Sunday,1,10:55,32.55,32.55,32.55,319.00,38.6
3/5/23,Sunday,1,11:00,32.15,32.15,32.15,319.00,39.5
3/5/23,Sunday,1,11:05,32.12,32.12,32.12,319.00,39.5
3/5/23,Sunday,1,11:10,32.32,32.32,32.32,320.00,39.4
3/5/23,Sunday,1,11:15,32.22,32.22,32.22,320.00,39.1
3/5/23,Sunday,1,11:20,32.25,32.25,32.25,320.00,39.4
3/5/23,Sunday,1,11:25,32.50,32.50,32.50,319.00,40.1
3/5/23,Sunday,1,11:30,32.78,32.78,32.78,320.00,38.8
3/5/23,Sunday,1,11:35,32.38,32.38,32.38,319.00,39.8
3/5/23,Sunday,1,11:40,32.30,32.30,32.30,319.00,38.9
3/5/23,Sunday,1,11:45,32.32,32.32,32.32,319.00,39.2
3/5/23,Sunday,1,11:50,32.62,32.62,32.62,320.00,39.7
3/5/23,Sunday,1,11:55,32.88,32.88,32.88,320.00,38.8
3/5/23,Sunday,1,12:00,32.88,32.88,32.88,320.00,39.7
3/5/23,Sunday,1,12:05,32.87,32.87,32.87,320.00,39.4
3/5/23,Sunday,1,12:10,33.10,33.10,33.10,320.00,38.4
3/5/23,Sunday,1,12:15,33.33,33.33,33.33,320.00,38.8
3/5/23,Sunday,1,12:20,33.32,33.32,33.32,320.00,38.8
3/5/23,Sunday,1,12:25,33.43,33.43,33.43,321.00,38.6
3/5/23,Sunday,1,12:30,33.35,33.35,33.35,319.00,38.6
3/5/23,Sunday,1,12:35,33.80,33.80,33.80,321.00,39.6
3/5/23,Sunday,1,12:40,33.78,33.78,33.78,319.00,39.8
3/5/23,Sunday,1,12:45,33.98,33.98,33.98,321.00,38.9
3/5/23,Sunday,1,12:50,34.40,34.40,34.40,320.00,38.8
3/5/23,Sunday,1,12:55,34.33,34.33,34.33,321.00,39.6
3/5/23,Sunday,1,13:00,34.48,34.48,34.48,321.00,38.9
3/5/23,Sunday,1,13:05,34.43,34.43,34.43,320.00,38.4
3/5/23,Sunday,1,13:10,34.55,34.55,34.55,320.00,38.8
3/5/23,Sunday,1,13:15,34.33,34.33,34.33,321.00,38.9
3/5/23,Sunday,1,13:20,34.45,34.45,34.45,321.00,38.6
3/5/23,Sunday,1,13:25,34.65,34.65,34.65,321.00,39.3
3/5/23,Sunday,1,13:30,34.58,34.58,34.58,320.00,39.1
3/5/23,Sunday,1,13:35,34.55,34.55,34.55,321.00,39.6
3/5/23,Sunday,1,13:40,34.97,34.97,34.97,321.00,39.6
3/5/23,Sunday,1,13:45,34.90,34.90,34.90,321.00,39.6
3/5/23,Sunday,1,13:50,34.57,34.57,34.57,321.00,38.9
3/5/23,Sunday,1,13:55,34.55,34.55,34.55,321.00,38.6
3/5/23,Sunday,1,14:00,34.52,34.52,34.52,320.00,38.8
3/5/23,Sunday,1,14:05,34.50,34.50,34.50,321.00,38.9
3/5/23,Sunday,1,14:10,34.85,34.85,34.85,321.00,38.9
3/5/23,Sunday,1,14:15,34.88,34.88,34.88,321.00,39.3
3/5/23,Sunday,1,14:20,35.13,35.13,35.13,322.00,37.9
3/5/23,Sunday,1,14:25,35.15,35.15,35.15,322.00,37.9
3/5/23,Sunday,1,14:30,35.22,35.22,35.22,322.00,38.5
3/5/23,Sunday,1,14:35,35.40,35.40,35.40,321.00,38.6
3/5/23,Sunday,1,14:40,35.30,35.30,35.30,322.00,38.5
3/5/23,Sunday,1,14:45,35.42,35.42,35.42,321.00,38.3
3/5/23,Sunday,1,14:50,35.57,35.57,35.57,322.00,38.2
3/5/23,Sunday,1,14:55,36.05,36.05,36.05,321.00,38.3
3/5/23,Sunday,1,15:00,36.77,36.77,36.77,323.00,39.0
3/5/23,Sunday,1,15:05,37.00,37.00,37.00,322.00,38.5
3/5/23,Sunday,1,15:10,37.18,37.18,37.18,324.00,38.6
3/5/23,Sunday,1,15:15,36.58,36.58,36.58,322.00,39.1
3/5/23,Sunday,1,15:20,36.55,36.55,36.55,322.00,39.8
3/5/23,Sunday,1,15:25,36.58,36.58,36.58,323.00,39.9
3/5/23,Sunday,1,15:30,36.43,36.43,36.43,323.00,39.3
3/5/23,Sunday,1,15:35,36.12,36.12,36.12,322.00,38.8
3/5/23,Sunday,1,15:40,36.12,36.12,36.12,323.00,39.0
3/5/23,Sunday,1,15:45,36.35,36.35,36.35,323.00,38.7
3/5/23,Sunday,1,15:50,37.17,37.17,37.17,323.00,39.3
3/5/23,Sunday,1,15:55,37.05,37.05,37.05,321.00,39.6
3/5/23,Sunday,1,16:00,37.33,37.33,37.33,324.00,39.5
3/5/23,Sunday,1,16:05,37.58,37.58,37.58,324.00,39.8
3/5/23,Sunday,1,16:10,37.55,37.55,37.55,324.00,39.8
3/5/23,Sunday,1,16:15,37.93,37.93,37.93,324.00,38.0
3/5/23,Sunday,1,16:20,37.92,37.92,37.92,324.00,39.2
3/5/23,Sunday,1,16:25,37.33,37.33,37.33,325.00,39.7
3/5/23,Sunday,1,16:30,37.67,37.67,37.67,324.00,39.2
3/5/23,Sunday,1,16:35,37.42,37.42,37.42,324.00,39.5
3/5/23,Sunday,1,16:40,36.35,36.35,36.35,322.00,39.4
3/5/23,Sunday,1,16:45,36.10,36.10,36.10,322.00,40.1
3/5/23,Sunday,1,16:50,35.68,35.68,35.68,322.00,39.1
3/5/23,Sunday,1,16:55,35.47,35.47,35.47,322.00,39.1
3/5/23,Sunday,1,17:00,35.73,35.73,35.73,321.00,39.3
3/5/23,Sunday,1,17:05,36.17,36.17,36.17,323.00,39.6
3/5/23,Sunday,1,17:10,36.18,36.18,36.18,323.00,40.6
3/5/23,Sunday,1,17:15,36.48,36.48,36.48,323.00,39.3
3/5/23,Sunday,1,17:20,36.17,36.17,36.17,323.00,39.6
3/5/23,Sunday,1,17:25,35.68,35.68,35.68,323.00,38.4
3/5/23,Sunday,1,17:30,34.95,34.95,34.95,320.00,38.1
3/5/23,Sunday,1,17:35,34.25,34.25,34.25,321.00,38.6
3/5/23,Sunday,1,17:40,33.68,33.68,33.68,321.00,38.9
3/5/23,Sunday,1,17:45,33.58,33.58,33.58,320.00,38.8
3/5/23,Sunday,1,17:50,33.25,33.25,33.25,321.00,39.3
3/5/23,Sunday,1,17:55,33.22,33.22,33.22,320.00,38.4
3/5/23,Sunday,1,18:00,33.38,33.38,33.38,320.00,39.4
3/5/23,Sunday,1,18:05,33.47,33.47,33.47,321.00,38.9
3/5/23,Sunday,1,18:10,33.65,33.65,33.65,321.00,38.9
3/5/23,Sunday,1,18:15,33.88,33.88,33.88,321.00,38.9
3/5/23,Sunday,1,18:20,34.27,34.27,34.27,320.00,38.1
3/5/23,Sunday,1,18:25,34.55,34.55,34.55,321.00,38.6
3/5/23,Sunday,1,18:30,34.83,34.83,34.83,319.00,38.6
3/5/23,Sunday,1,18:35,34.08,34.08,34.08,321.00,38.6
3/5/23,Sunday,1,18:40,34.20,34.20,34.20,319.00,38.6
3/5/23,Sunday,1,18:45,34.25,34.25,34.25,320.00,39.1
3/5/23,Sunday,1,18:50,34.18,34.18,34.18,320.00,39.1
3/5/23,Sunday,1,18:55,33.93,33.93,33.93,321.00,38.9
3/5/23,Sunday,1,19:00,33.80,33.80,33.80,321.00,39.3
3/5/23,Sunday,1,19:05,33.75,33.75,33.75,321.00,38.9
3/5/23,Sunday,1,19:10,34.07,34.07,34.07,319.00,38.9
3/5/23,Sunday,1,19:15,34.70,34.70,34.70,321.00,38.0
3/5/23,Sunday,1,19:20,34.87,34.87,34.87,321.00,38.0
3/5/23,Sunday,1,19:25,34.67,34.67,34.67,320.00,38.1
3/5/23,Sunday,1,19:30,33.92,33.92,33.92,321.00,39.9
3/5/23,Sunday,1,19:35,33.52,33.52,33.52,320.00,39.7
3/5/23,Sunday,1,19:40,33.00,33.00,33.00,320.00,39.1
3/5/23,Sunday,1,19:45,32.77,32.77,32.77,320.00,39.4
3/5/23,Sunday,1,19:50,32.70,32.70,32.70,320.00,39.7
3/5/23,Sunday,1,19:55,32.75,32.75,32.75,320.00,39.4
3/5/23,Sunday,1,20:00,32.48,32.48,32.48,320.00,39.4
3/5/23,Sunday,1,20:05,32.28,32.28,32.28,320.00,39.1
3/5/23,Sunday,1,20:10,32.18,32.18,32.18,320.00,39.1
3/5/23,Sunday,1,20:15,32.13,32.13,32.13,320.00,39.1
3/5/23,Sunday,1,20:20,32.02,32.02,32.02,319.00,38.9
3/5/23,Sunday,1,20:25,31.95,31.95,31.95,320.00,39.1
3/5/23,Sunday,1,20:30,31.92,31.92,31.92,319.00,39.2
3/5/23,Sunday,1,20:35,31.95,31.95,31.95,319.00,38.9
3/5/23,Sunday,1,20:40,32.02,32.02,32.02,319.00,38.9
3/5/23,Sunday,1,20:45,31.80,31.80,31.80,319.00,38.6
3/5/23,Sunday,1,20:50,31.48,31.48,31.48,318.00,38.1
3/5/23,Sunday,1,20:55,31.07,31.07,31.07,319.00,38.9
3/5/23,Sunday,1,21:00,30.68,30.68,30.68,319.00,37.9
3/5/23,Sunday,1,21:05,30.47,30.47,30.47,318.00,38.1
3/5/23,Sunday,1,21:10,30.42,30.42,30.42,317.00,38.8
3/5/23,Sunday,1,21:15,30.60,30.60,30.60,319.00,37.6
3/5/23,Sunday,1,21:20,30.83,30.83,30.83,319.00,38.6
3/5/23,Sunday,1,21:25,30.93,30.93,30.93,318.00,38.4
3/5/23,Sunday,1,21:30,30.85,30.85,30.85,318.00,38.7
3/5/23,Sunday,1,21:35,30.43,30.43,30.43,317.00,37.9
3/5/23,Sunday,1,21:40,30.20,30.20,30.20,318.00,38.4
3/5/23,Sunday,1,21:45,30.15,30.15,30.15,318.00,38.7
3/5/23,Sunday,1,21:50,30.13,30.13,30.13,317.00,38.5
3/5/23,Sunday,1,21:55,30.25,30.25,30.25,318.00,38.4
3/5/23,Sunday,1,22:00,30.37,30.37,30.37,317.00,38.5
3/5/23,Sunday,1,22:05,30.42,30.42,30.42,318.00,38.1
3/5/23,Sunday,1,22:10,30.45,30.45,30.45,318.00,37.7
3/5/23,Sunday,1,22:15,30.48,30.48,30.48,318.00,37.7
3/5/23,Sunday,1,22:20,30.50,30.50,30.50,318.00,37.7
3/5/23,Sunday,1,22:25,30.53,30.53,30.53,319.00,37.6
3/5/23,Sunday,1,22:30,30.47,30.47,30.47,317.00,37.9
3/5/23,Sunday,1,22:35,30.35,30.35,30.35,318.00,38.4
3/5/23,Sunday,1,22:40,30.25,30.25,30.25,318.00,38.4
3/5/23,Sunday,1,22:45,30.15,30.15,30.15,316.00,38.6
3/5/23,Sunday,1,22:50,30.12,30.12,30.12,318.00,39.0
3/5/23,Sunday,1,22:55,30.25,30.25,30.25,318.00,38.4
3/5/23,Sunday,1,23:00,30.40,30.40,30.40,318.00,38.4
3/5/23,Sunday,1,23:05,30.38,30.38,30.38,318.00,38.4
3/5/23,Sunday,1,23:10,30.32,30.32,30.32,317.00,38.2
3/5/23,Sunday,1,23:15,30.15,30.15,30.15,318.00,38.7
3/5/23,Sunday,1,23:20,30.10,30.10,30.10,317.00,38.8
3/5/23,Sunday,1,23:25,30.08,30.08,30.08,318.00,39.0
3/5/23,Sunday,1,23:30,30.05,30.05,30.05,317.00,38.8
3/5/23,Sunday,1,23:35,29.88,29.88,29.88,316.00,38.6
3/5/23,Sunday,1,23:40,29.92,29.92,29.92,317.00,38.5
3/5/23,Sunday,1,23:45,29.88,29.88,29.88,317.00,38.5
3/5/23,Sunday,1,23:50,29.92,29.92,29.92,317.00,38.5
3/5/23,Sunday,1,23:55,29.90,29.90,29.90,317.00,38.5
3/5/23,Sunday,2,00:00,31.43,31.43,31.43,318.00,38.7
3/5/23,Sunday,2,00:05,31.43,31.43,31.43,318.00,39.3
3/5/23,Sunday,2,00:10,31.48,31.48,31.48,317.00,39.1
3/5/23,Sunday,2,00:15,31.53,31.53,31.53,317.00,38.8
3/5/23,Sunday,2,00:20,31.47,31.47,31.47,318.00,39.3
3/5/23,Sunday,2,00:25,31.45,31.45,31.45,318.00,39.0
3/5/23,Sunday,2,00:30,31.45,31.45,31.45,317.00,39.1
3/5/23,Sunday,2,00:35,31.45,31.45,31.45,318.00,39.0
3/5/23,Sunday,2,00:40,31.48,31.48,31.48,318.00,39.0
3/5/23,Sunday,2,00:45,31.42,31.42,31.42,318.00,39.0
3/5/23,Sunday,2,00:50,31.42,31.42,31.42,318.00,39.0
3/5/23,Sunday,2,00:55,31.38,31.38,31.38,318.00,39.0
3/5/23,Sunday,2,01:00,31.40,31.40,31.40,318.00,39.0
3/5/23,Sunday,2,01:05,31.38,31.38,31.38,317.00,39.1
3/5/23,Sunday,2,01:10,31.47,31.47,31.47,318.00,38.7
3/5/23,Sunday,2,01:15,31.43,31.43,31.43,317.00,39.1
3/5/23,Sunday,2,01:20,31.38,31.38,31.38,317.00,39.1
3/5/23,Sunday,2,01:25,31.52,31.52,31.52,318.00,39.0
3/5/23,Sunday,2,01:30,31.28,31.28,31.28,318.00,39.0
3/5/23,Sunday,2,01:35,31.23,31.23,31.23,316.00,38.6
3/5/23,Sunday,2,01:40,31.20,31.20,31.20,316.00,38.6
3/5/23,Sunday,2,01:45,31.13,31.13,31.13,317.00,38.2
3/5/23,Sunday,2,01:50,31.23,31.23,31.23,317.00,38.8
3/5/23,Sunday,2,01:55,31.23,31.23,31.23,316.00,38.9
3/5/23,Sunday,2,02:00,31.22,31.22,31.22,317.00,38.8
3/5/23,Sunday,2,02:05,31.20,31.20,31.20,317.00,38.8
3/5/23,Sunday,2,02:10,31.17,31.17,31.17,317.00,38.5
3/5/23,Sunday,2,02:15,31.13,31.13,31.13,316.00,38.3
3/5/23,Sunday,2,02:20,31.15,31.15,31.15,316.00,38.0
3/5/23,Sunday,2,02:25,31.10,31.10,31.10,317.00,38.5
3/5/23,Sunday,2,02:30,31.12,31.12,31.12,316.00,38.3
3/5/23,Sunday,2,02:35,31.22,31.22,31.22,316.00,38.3
3/5/23,Sunday,2,02:40,31.28,31.28,31.28,318.00,39.0
3/5/23,Sunday,2,02:45,31.17,31.17,31.17,317.00,38.5
3/5/23,Sunday,2,02:50,31.12,31.12,31.12,317.00,38.5
3/5/23,Sunday,2,02:55,31.07,31.07,31.07,317.00,38.5
3/5/23,Sunday,2,03:00,31.08,31.08,31.08,317.00,38.5
3/5/23,Sunday,2,03:05,31.13,31.13,31.13,316.00,38.3
3/5/23,Sunday,2,03:10,31.12,31.12,31.12,317.00,38.5
3/5/23,Sunday,2,03:15,31.10,31.10,31.10,317.00,38.5
3/5/23,Sunday,2,03:20,31.17,31.17,31.17,317.00,38.5
3/5/23,Sunday,2,03:25,31.13,31.13,31.13,317.00,38.5
3/5/23,Sunday,2,03:30,31.13,31.13,31.13,317.00,38.5
3/5/23,Sunday,2,03:35,31.15,31.15,31.15,317.00,38.5
3/5/23,Sunday,2,03:40,31.20,31.20,31.20,316.00,38.3
3/5/23,Sunday,2,03:45,31.30,31.30,31.30,318.00,39.0
3/5/23,Sunday,2,03:50,31.23,31.23,31.23,316.00,38.6
3/5/23,Sunday,2,03:55,31.75,31.75,31.75,317.00,38.5
3/5/23,Sunday,2,04:00,31.43,31.43,31.43,316.00,38.6
3/5/23,Sunday,2,04:05,31.32,31.32,31.32,316.00,38.6
3/5/23,Sunday,2,04:10,31.23,31.23,31.23,317.00,38.5
3/5/23,Sunday,2,04:15,31.20,31.20,31.20,317.00,38.5
3/5/23,Sunday,2,04:20,31.30,31.30,31.30,317.00,38.5
3/5/23,Sunday,2,04:25,31.18,31.18,31.18,316.00,38.6
3/5/23,Sunday,2,04:30,31.28,31.28,31.28,317.00,38.5
3/5/23,Sunday,2,04:35,31.30,31.30,31.30,318.00,39.0
3/5/23,Sunday,2,04:40,31.22,31.22,31.22,318.00,38.4
3/5/23,Sunday,2,04:45,31.22,31.22,31.22,318.00,38.7
3/5/23,Sunday,2,04:50,31.20,31.20,31.20,318.00,38.7
3/5/23,Sunday,2,04:55,31.18,31.18,31.18,317.00,38.5
3/5/23,Sunday,2,05:00,31.18,31.18,31.18,317.00,38.5
3/5/23,Sunday,2,05:05,31.25,31.25,31.25,317.00,38.5
3/5/23,Sunday,2,05:10,31.23,31.23,31.23,316.00,38.6
3/5/23,Sunday,2,05:15,31.25,31.25,31.25,318.00,38.7
3/5/23,Sunday,2,05:20,31.23,31.23,31.23,318.00,38.7
3/5/23,Sunday,2,05:25,31.17,31.17,31.17,317.00,38.5
3/5/23,Sunday,2,05:30,31.18,31.18,31.18,317.00,38.5
3/5/23,Sunday,2,05:35,31.27,31.27,31.27,317.00,38.5
3/5/23,Sunday,2,05:40,31.23,31.23,31.23,317.00,38.8
3/5/23,Sunday,2,05:45,31.23,31.23,31.23,316.00,38.9
3/5/23,Sunday,2,05:50,31.20,31.20,31.20,316.00,38.6
3/5/23,Sunday,2,05:55,31.15,31.15,31.15,315.00,38.4
3/5/23,Sunday,2,06:00,31.23,31.23,31.23,317.00,38.5
3/5/23,Sunday,2,06:05,31.18,31.18,31.18,317.00,38.2
3/5/23,Sunday,2,06:10,31.17,31.17,31.17,315.00,38.4
3/5/23,Sunday,2,06:15,31.22,31.22,31.22,316.00,38.6
3/5/23,Sunday,2,06:20,31.12,31.12,31.12,317.00,38.2
3/5/23,Sunday,2,06:25,31.15,31.15,31.15,315.00,38.1
3/5/23,Sunday,2,06:30,31.22,31.22,31.22,317.00,38.5
3/5/23,Sunday,2,06:35,31.17,31.17,31.17,317.00,38.5
3/5/23,Sunday,2,06:40,31.15,31.15,31.15,317.00,38.5
3/5/23,Sunday,2,06:45,31.18,31.18,31.18,317.00,38.2
3/5/23,Sunday,2,06:50,31.35,31.35,31.35,319.00,39.2
3/5/23,Sunday,2,06:55,31.40,31.40,31.40,318.00,39.0
3/5/23,Sunday,2,07:00,31.48,31.48,31.48,318.00,39.3
3/5/23,Sunday,2,07:05,31.45,31.45,31.45,318.00,38.7
3/5/23,Sunday,2,07:10,31.50,31.50,31.50,317.00,38.8
3/5/23,Sunday,2,07:15,31.55,31.55,31.55,317.00,38.5
3/5/23,Sunday,2,07:20,31.52,31.52,31.52,318.00,38.7
